X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,y
30,-43.0,-110.0,-163.0,-158.0,-122.0,-63.0,-12.0,41.0,79.0,91.0,76.0,30.0,-10.0,-50.0,-63.0,0.0
-66,-61.0,-46.0,-14.0,7.0,13.0,27.0,49.0,73.0,77.0,74.0,61.0,50.0,50.0,55.0,51.0,0.0
10,2.0,-8.0,-23.0,-21.0,18.0,73.0,93.0,90.0,66.0,31.0,16.0,31.0,24.0,-1.0,-3.0,0.0
-130,-132.0,-118.0,-67.0,-3.0,30.0,42.0,41.0,-2.0,-61.0,-82.0,-83.0,-55.0,-4.0,37.0,67.0,0.0
-27,-12.0,-1.0,13.0,35.0,46.0,55.0,54.0,44.0,23.0,-2.0,-29.0,-72.0,-97.0,-103.0,-87.0,0.0
-52,-10.0,48.0,91.0,100.0,90.0,73.0,23.0,-44.0,-19.0,-17.0,-26.0,-26.0,-6.0,23.0,39.0,0.0
-112,-100.0,-75.0,-46.0,-17.0,5.0,20.0,14.0,-13.0,-37.0,-48.0,-58.0,-61.0,-65.0,-71.0,-82.0,0.0
-24,-14.0,-3.0,16.0,38.0,48.0,41.0,33.0,17.0,0.0,-15.0,-20.0,-35.0,-44.0,-52.0,-64.0,0.0
81,55.0,41.0,22.0,2.0,-26.0,-41.0,-40.0,-17.0,12.0,34.0,61.0,74.0,79.0,70.0,51.0,0.0
66,64.0,51.0,61.0,64.0,67.0,91.0,109.0,104.0,75.0,36.0,-36.0,-58.0,-41.0,-48.0,-53.0,0.0
-10,-21.0,-32.0,-39.0,-35.0,-45.0,-63.0,-84.0,-93.0,-96.0,-89.0,-70.0,-53.0,-28.0,-1.0,15.0,0.0
-13,-7.0,3.0,-1.0,11.0,22.0,32.0,30.0,28.0,22.0,17.0,22.0,32.0,46.0,42.0,32.0,0.0
4,41.0,75.0,88.0,78.0,64.0,66.0,71.0,58.0,36.0,-5.0,-39.0,-50.0,-41.0,-29.0,-24.0,0.0
62,55.0,53.0,52.0,51.0,37.0,16.0,-11.0,-54.0,-112.0,-161.0,-168.0,-143.0,-85.0,-29.0,8.0,0.0
60,53.0,37.0,8.0,-10.0,-14.0,-5.0,3.0,9.0,27.0,53.0,76.0,84.0,81.0,63.0,47.0,0.0
-13,-21.0,-26.0,-26.0,-19.0,-14.0,0.0,22.0,45.0,49.0,15.0,-16.0,-57.0,-96.0,-128.0,-143.0,0.0
-2,-8.0,-24.0,-30.0,-28.0,-15.0,9.0,32.0,33.0,31.0,21.0,13.0,-7.0,-28.0,-48.0,-70.0,0.0
-16,-60.0,-101.0,-132.0,-146.0,-151.0,-157.0,-156.0,-151.0,-131.0,-94.0,-42.0,0.0,31.0,49.0,40.0,0.0
80,102.0,119.0,109.0,86.0,51.0,16.0,-23.0,-59.0,-84.0,-92.0,-84.0,-62.0,-23.0,4.0,34.0,0.0
-7,2.0,-1.0,0.0,-4.0,-11.0,-13.0,-17.0,-27.0,-45.0,-51.0,-45.0,-45.0,-32.0,10.0,51.0,0.0
102,97.0,79.0,58.0,40.0,48.0,65.0,72.0,59.0,40.0,8.0,-22.0,-13.0,4.0,-1.0,1.0,0.0
-25,-10.0,9.0,14.0,31.0,44.0,60.0,77.0,91.0,90.0,66.0,35.0,-4.0,-29.0,-29.0,-2.0,0.0
-140,-123.0,-97.0,-69.0,-24.0,31.0,75.0,88.0,99.0,111.0,123.0,130.0,98.0,29.0,-61.0,-139.0,0.0
-117,-106.0,-72.0,-23.0,23.0,40.0,29.0,14.0,19.0,30.0,19.0,-9.0,-64.0,-109.0,-128.0,-108.0,0.0
3,5.0,13.0,11.0,9.0,7.0,18.0,26.0,42.0,45.0,39.0,21.0,-5.0,-20.0,-32.0,-29.0,0.0
133,130.0,90.0,32.0,-4.0,-24.0,-34.0,-46.0,-63.0,-79.0,-72.0,-46.0,-24.0,-1.0,29.0,62.0,0.0
44,6.0,-20.0,-45.0,-48.0,-2.0,58.0,103.0,124.0,125.0,101.0,50.0,14.0,3.0,-2.0,12.0,0.0
66,106.0,138.0,158.0,154.0,113.0,62.0,-6.0,-62.0,-106.0,-116.0,-103.0,-67.0,-8.0,49.0,96.0,0.0
-132,-130.0,-117.0,-89.0,-45.0,20.0,72.0,99.0,96.0,48.0,-34.0,-136.0,-225.0,-290.0,-323.0,-317.0,0.0
-44,-35.0,-35.0,-40.0,-29.0,-20.0,-11.0,-1.0,8.0,3.0,3.0,0.0,-11.0,-27.0,-44.0,-52.0,0.0
116,114.0,98.0,76.0,50.0,13.0,-24.0,-51.0,-76.0,-96.0,-96.0,-100.0,-92.0,-85.0,-64.0,-38.0,0.0
-43,-22.0,28.0,80.0,96.0,68.0,11.0,-51.0,-78.0,-53.0,4.0,62.0,91.0,77.0,41.0,22.0,0.0
-2,23.0,38.0,38.0,36.0,29.0,29.0,33.0,44.0,58.0,66.0,68.0,65.0,52.0,39.0,39.0,0.0
69,88.0,51.0,0.0,-15.0,-64.0,-122.0,-140.0,-114.0,-92.0,-43.0,30.0,22.0,5.0,-6.0,-26.0,0.0
-164,-109.0,-45.0,17.0,83.0,116.0,112.0,88.0,69.0,68.0,61.0,44.0,-2.0,-52.0,-79.0,-56.0,0.0
-36,-23.0,-5.0,-5.0,13.0,50.0,51.0,5.0,-36.0,-63.0,-47.0,-11.0,32.0,33.0,-8.0,-35.0,0.0
-89,-102.0,-86.0,-40.0,28.0,97.0,135.0,145.0,116.0,55.0,-24.0,-69.0,-103.0,-122.0,-122.0,-107.0,0.0
-47,-38.0,-30.0,-33.0,-26.0,-15.0,2.0,34.0,74.0,100.0,103.0,88.0,43.0,-9.0,-57.0,-71.0,0.0
47,61.0,72.0,73.0,56.0,26.0,-6.0,-40.0,-51.0,-54.0,-42.0,-8.0,40.0,91.0,120.0,139.0,0.0
90,126.0,102.0,81.0,22.0,22.0,15.0,9.0,-9.0,-21.0,7.0,59.0,103.0,99.0,19.0,-70.0,0.0
24,31.0,45.0,67.0,73.0,66.0,50.0,43.0,45.0,55.0,59.0,60.0,53.0,38.0,33.0,21.0,0.0
-77,-75.0,-49.0,-7.0,27.0,47.0,58.0,46.0,29.0,17.0,6.0,-9.0,-17.0,-23.0,-30.0,-47.0,0.0
-58,-74.0,-67.0,-44.0,-5.0,27.0,36.0,39.0,40.0,48.0,60.0,70.0,57.0,33.0,10.0,-6.0,0.0
36,41.0,32.0,19.0,1.0,-1.0,17.0,34.0,41.0,40.0,37.0,24.0,10.0,0.0,-4.0,-4.0,0.0
-42,-46.0,-28.0,1.0,27.0,36.0,28.0,12.0,0.0,6.0,34.0,70.0,91.0,72.0,34.0,-20.0,0.0
-24,-8.0,-12.0,-35.0,-61.0,-78.0,-92.0,-82.0,-63.0,-35.0,-13.0,2.0,10.0,-4.0,-17.0,-30.0,0.0
39,1.0,-15.0,-13.0,-7.0,-6.0,-16.0,-29.0,-34.0,-27.0,-21.0,-23.0,-7.0,4.0,21.0,29.0,0.0
41,16.0,-13.0,-41.0,-59.0,-75.0,-76.0,-69.0,-58.0,-36.0,0.0,40.0,78.0,107.0,113.0,98.0,0.0
-58,-116.0,-143.0,-130.0,-108.0,-69.0,-15.0,14.0,8.0,-1.0,-3.0,-46.0,-107.0,-122.0,-135.0,-130.0,0.0
41,20.0,-4.0,6.0,15.0,11.0,29.0,13.0,-5.0,3.0,30.0,50.0,66.0,95.0,160.0,160.0,0.0
-26,-42.0,-54.0,-63.0,-59.0,-58.0,-59.0,-61.0,-68.0,-81.0,-85.0,-77.0,-62.0,-34.0,-9.0,10.0,0.0
-9,-5.0,6.0,19.0,23.0,24.0,20.0,16.0,14.0,24.0,20.0,14.0,6.0,-5.0,-12.0,-13.0,0.0
-3,-13.0,-22.0,-22.0,-16.0,-9.0,-1.0,4.0,-4.0,-4.0,8.0,15.0,10.0,-2.0,-6.0,-16.0,0.0
-8,-9.0,-1.0,2.0,-15.0,-40.0,-60.0,-67.0,-48.0,-16.0,8.0,10.0,14.0,23.0,11.0,-3.0,0.0
-139,-121.0,-79.0,-24.0,41.0,105.0,152.0,169.0,149.0,118.0,58.0,-20.0,-107.0,-175.0,-210.0,-206.0,0.0
-52,-13.0,28.0,59.0,65.0,42.0,-33.0,-66.0,-76.0,-70.0,-55.0,-28.0,9.0,48.0,60.0,66.0,0.0
-105,-109.0,-85.0,-44.0,-5.0,28.0,46.0,55.0,51.0,31.0,5.0,-12.0,-30.0,-45.0,-46.0,-38.0,0.0
11,-16.0,-38.0,-39.0,-47.0,-50.0,-53.0,-42.0,-26.0,-6.0,2.0,-5.0,-17.0,-21.0,-15.0,-17.0,0.0
-1,42.0,58.0,58.0,50.0,27.0,-5.0,-19.0,-48.0,-83.0,-89.0,-77.0,-78.0,-63.0,-30.0,-15.0,0.0
-48,-32.0,-1.0,35.0,60.0,55.0,18.0,-41.0,-84.0,-123.0,-128.0,-114.0,-96.0,-88.0,-93.0,-81.0,0.0
22,8.0,1.0,0.0,8.0,-7.0,-35.0,-60.0,-69.0,-67.0,-41.0,-2.0,21.0,22.0,3.0,-19.0,0.0
48,79.0,95.0,98.0,83.0,59.0,31.0,9.0,-8.0,-13.0,0.0,68.0,127.0,192.0,206.0,194.0,0.0
-34,-69.0,-101.0,-85.0,-66.0,-24.0,7.0,37.0,61.0,92.0,89.0,46.0,-5.0,-60.0,-107.0,-146.0,0.0
-9,-16.0,-23.0,-39.0,-41.0,-40.0,-33.0,-21.0,-5.0,12.0,19.0,35.0,28.0,13.0,-16.0,-29.0,0.0
57,26.0,-19.0,-77.0,-124.0,-141.0,-125.0,-95.0,-57.0,-33.0,-14.0,12.0,34.0,19.0,-16.0,-59.0,0.0
9,12.0,23.0,24.0,18.0,9.0,-5.0,-12.0,-3.0,22.0,37.0,52.0,62.0,71.0,81.0,84.0,0.0
-5,37.0,59.0,63.0,65.0,51.0,19.0,-30.0,-74.0,-113.0,-122.0,-130.0,-129.0,-110.0,-68.0,-26.0,0.0
-162,-136.0,-97.0,-35.0,17.0,23.0,8.0,-15.0,-24.0,-42.0,-49.0,-64.0,-64.0,-49.0,-26.0,1.0,0.0
145,76.0,-28.0,-156.0,-240.0,-277.0,-277.0,-260.0,-220.0,-155.0,-88.0,-9.0,73.0,129.0,150.0,111.0,0.0
-90,-77.0,-96.0,-87.0,-48.0,-22.0,-24.0,-29.0,-23.0,-9.0,5.0,-26.0,-43.0,-74.0,-90.0,-82.0,0.0
67,82.0,77.0,77.0,69.0,54.0,45.0,40.0,36.0,49.0,89.0,108.0,87.0,60.0,49.0,22.0,0.0
-30,10.0,23.0,9.0,-31.0,-62.0,-101.0,-122.0,-102.0,-71.0,-49.0,-22.0,9.0,7.0,-15.0,-13.0,0.0
17,37.0,25.0,38.0,42.0,23.0,1.0,4.0,-6.0,-22.0,-11.0,0.0,-10.0,-20.0,-12.0,-25.0,0.0
84,62.0,58.0,49.0,37.0,25.0,31.0,39.0,48.0,41.0,39.0,46.0,82.0,116.0,134.0,120.0,0.0
-12,36.0,67.0,92.0,130.0,145.0,125.0,90.0,66.0,32.0,3.0,1.0,13.0,18.0,37.0,59.0,0.0
-160,-127.0,-77.0,-32.0,0.0,14.0,31.0,41.0,53.0,51.0,23.0,-1.0,-32.0,-52.0,-79.0,-92.0,0.0
53,21.0,-6.0,-17.0,-14.0,-4.0,-4.0,-13.0,-40.0,-51.0,-39.0,-7.0,28.0,60.0,74.0,63.0,0.0
28,22.0,14.0,19.0,26.0,35.0,48.0,58.0,60.0,49.0,43.0,31.0,23.0,18.0,17.0,19.0,0.0
68,50.0,36.0,10.0,-8.0,-34.0,-58.0,-75.0,-83.0,-61.0,-49.0,-30.0,-15.0,-1.0,32.0,63.0,0.0
-24,-18.0,1.0,30.0,54.0,66.0,64.0,51.0,25.0,8.0,-2.0,4.0,17.0,29.0,32.0,22.0,0.0
-2,39.0,91.0,118.0,87.0,39.0,10.0,-15.0,-37.0,-33.0,-38.0,-59.0,-44.0,28.0,73.0,61.0,0.0
-49,-32.0,-14.0,-6.0,-8.0,-30.0,-47.0,-57.0,-53.0,-41.0,-18.0,6.0,18.0,30.0,33.0,32.0,0.0
52,75.0,54.0,62.0,66.0,42.0,42.0,55.0,57.0,50.0,72.0,85.0,49.0,59.0,87.0,97.0,0.0
-3,4.0,26.0,72.0,116.0,107.0,81.0,39.0,-28.0,-88.0,-141.0,-167.0,-179.0,-179.0,-118.0,-37.0,0.0
32,85.0,93.0,78.0,64.0,54.0,41.0,-4.0,-68.0,-156.0,-228.0,-261.0,-243.0,-190.0,-136.0,-53.0,0.0
-78,-61.0,-64.0,-64.0,-41.0,-12.0,9.0,15.0,54.0,75.0,74.0,66.0,54.0,22.0,-11.0,-32.0,0.0
-3,17.0,27.0,18.0,0.0,-24.0,-51.0,-69.0,-80.0,-89.0,-102.0,-106.0,-111.0,-108.0,-89.0,-50.0,0.0
-8,6.0,-19.0,-63.0,-99.0,-140.0,-147.0,-138.0,-127.0,-104.0,-49.0,-9.0,-9.0,-31.0,-59.0,-82.0,0.0
61,86.0,92.0,75.0,51.0,19.0,0.0,-13.0,-26.0,-23.0,-15.0,-15.0,-14.0,-11.0,-13.0,-2.0,0.0
67,49.0,37.0,36.0,50.0,61.0,70.0,74.0,80.0,88.0,93.0,105.0,112.0,136.0,156.0,154.0,0.0
-62,-43.0,-31.0,1.0,28.0,4.0,-27.0,-52.0,-61.0,-69.0,-53.0,-41.0,-32.0,-25.0,-18.0,-25.0,0.0
-33,-15.0,10.0,11.0,1.0,2.0,18.0,-6.0,-50.0,-42.0,-30.0,-51.0,-43.0,-9.0,-9.0,-31.0,0.0
-51,-20.0,1.0,30.0,61.0,65.0,49.0,31.0,32.0,17.0,-5.0,-18.0,-15.0,11.0,53.0,85.0,0.0
130,170.0,136.0,67.0,63.0,75.0,62.0,71.0,113.0,129.0,147.0,167.0,167.0,173.0,174.0,134.0,0.0
-58,-18.0,16.0,41.0,42.0,40.0,29.0,25.0,20.0,12.0,-5.0,-53.0,-97.0,-128.0,-131.0,-111.0,0.0
69,74.0,66.0,52.0,48.0,39.0,23.0,13.0,10.0,14.0,16.0,23.0,19.0,9.0,4.0,15.0,0.0
-53,-88.0,-93.0,-68.0,-43.0,-17.0,15.0,50.0,89.0,121.0,140.0,135.0,121.0,110.0,93.0,68.0,0.0
34,51.0,69.0,68.0,51.0,19.0,-13.0,-44.0,-63.0,-52.0,-37.0,-22.0,-6.0,14.0,31.0,34.0,0.0
-50,-46.0,-44.0,-30.0,-11.0,-1.0,17.0,20.0,-14.0,-31.0,-34.0,-16.0,-22.0,-18.0,45.0,98.0,0.0
13,14.0,3.0,12.0,19.0,36.0,41.0,42.0,49.0,58.0,65.0,71.0,55.0,40.0,35.0,32.0,0.0
-163,-138.0,-106.0,-77.0,-58.0,-37.0,-12.0,8.0,27.0,55.0,56.0,39.0,0.0,-33.0,-68.0,-94.0,0.0
5,11.0,3.0,27.0,43.0,29.0,15.0,12.0,4.0,-11.0,-32.0,-25.0,-39.0,-47.0,-30.0,2.0,0.0
-41,-16.0,15.0,53.0,63.0,75.0,75.0,65.0,49.0,39.0,20.0,-14.0,-47.0,-81.0,-94.0,-99.0,0.0
46,44.0,30.0,25.0,26.0,10.0,-16.0,-23.0,-35.0,-24.0,9.0,36.0,33.0,24.0,32.0,10.0,0.0
-142,-125.0,-88.0,-36.0,2.0,22.0,20.0,0.0,-23.0,-58.0,-84.0,-116.0,-133.0,-143.0,-142.0,-125.0,0.0
-41,-41.0,-9.0,20.0,47.0,75.0,89.0,85.0,86.0,72.0,35.0,-7.0,-7.0,11.0,11.0,9.0,0.0
-227,-223.0,-179.0,-104.0,-24.0,37.0,76.0,93.0,84.0,71.0,51.0,33.0,-15.0,-68.0,-112.0,-143.0,0.0
76,59.0,48.0,36.0,20.0,19.0,16.0,35.0,62.0,94.0,111.0,116.0,99.0,78.0,59.0,54.0,0.0
-35,-44.0,-27.0,-5.0,10.0,15.0,-6.0,-21.0,-44.0,-69.0,-81.0,-65.0,-38.0,-20.0,-4.0,8.0,0.0
-24,-11.0,6.0,30.0,41.0,46.0,46.0,38.0,27.0,23.0,19.0,18.0,26.0,46.0,52.0,36.0,0.0
-96,-102.0,-85.0,-77.0,-75.0,-79.0,-87.0,-90.0,-80.0,-54.0,-26.0,-5.0,1.0,-12.0,-42.0,-72.0,0.0
28,24.0,39.0,53.0,82.0,105.0,110.0,104.0,99.0,90.0,78.0,68.0,57.0,47.0,26.0,16.0,0.0
-38,-4.0,24.0,23.0,16.0,28.0,37.0,39.0,51.0,67.0,77.0,83.0,110.0,121.0,110.0,114.0,0.0
-141,-137.0,-127.0,-112.0,-86.0,-64.0,-43.0,-20.0,1.0,18.0,17.0,11.0,-10.0,-37.0,-55.0,-65.0,0.0
-69,-36.0,0.0,40.0,55.0,71.0,53.0,44.0,21.0,-3.0,-21.0,-31.0,-17.0,-27.0,-28.0,-44.0,0.0
43,36.0,16.0,-26.0,-70.0,-90.0,-87.0,-62.0,-31.0,-5.0,7.0,16.0,31.0,40.0,51.0,55.0,0.0
-9,10.0,49.0,77.0,94.0,74.0,19.0,-30.0,-72.0,-69.0,-50.0,-2.0,51.0,75.0,89.0,80.0,0.0
35,2.0,-28.0,-43.0,-57.0,-64.0,-64.0,-66.0,-62.0,-52.0,-28.0,-6.0,22.0,37.0,31.0,6.0,0.0
-73,-47.0,-31.0,-50.0,-55.0,-38.0,-58.0,-66.0,-45.0,-27.0,-20.0,26.0,94.0,102.0,86.0,77.0,0.0
1,18.0,39.0,66.0,82.0,80.0,60.0,33.0,9.0,-26.0,-50.0,-59.0,-55.0,-44.0,-28.0,-15.0,0.0
-160,-158.0,-142.0,-111.0,-79.0,-31.0,35.0,85.0,110.0,108.0,81.0,37.0,-17.0,-76.0,-126.0,-147.0,0.0
70,87.0,86.0,86.0,91.0,103.0,97.0,64.0,29.0,-4.0,-21.0,-22.0,-3.0,19.0,43.0,70.0,0.0
-26,-3.0,26.0,40.0,50.0,58.0,76.0,78.0,58.0,16.0,-46.0,-97.0,-117.0,-103.0,-75.0,-51.0,0.0
111,68.0,-1.0,-42.0,-56.0,-52.0,-69.0,-107.0,-154.0,-176.0,-147.0,-88.0,-18.0,41.0,83.0,104.0,0.0
3,7.0,-9.0,-8.0,-18.0,-33.0,-48.0,-56.0,-57.0,-55.0,-46.0,-19.0,1.0,19.0,23.0,-10.0,0.0
-59,-34.0,-13.0,12.0,42.0,74.0,99.0,120.0,120.0,101.0,78.0,55.0,23.0,-20.0,-68.0,-107.0,0.0
-77,-92.0,-99.0,-102.0,-90.0,-81.0,-71.0,-65.0,-51.0,-30.0,-11.0,13.0,20.0,11.0,-6.0,-30.0,0.0
85,63.0,29.0,-1.0,-20.0,5.0,30.0,51.0,71.0,86.0,105.0,114.0,103.0,67.0,38.0,30.0,0.0
-9,-11.0,-5.0,22.0,55.0,86.0,96.0,78.0,50.0,20.0,-21.0,-53.0,-61.0,-59.0,-39.0,-21.0,0.0
-60,-53.0,-35.0,-6.0,14.0,21.0,30.0,54.0,75.0,81.0,70.0,34.0,1.0,-16.0,-22.0,-44.0,0.0
28,40.0,40.0,35.0,28.0,13.0,8.0,12.0,23.0,26.0,28.0,30.0,20.0,16.0,11.0,17.0,0.0
98,96.0,85.0,71.0,34.0,-17.0,-75.0,-121.0,-159.0,-177.0,-174.0,-152.0,-117.0,-70.0,-10.0,40.0,0.0
4,-12.0,-31.0,-37.0,-47.0,63.0,71.0,73.0,67.0,71.0,64.0,59.0,50.0,47.0,41.0,49.0,0.0
101,126.0,134.0,149.0,160.0,157.0,114.0,27.0,-89.0,-203.0,-262.0,-266.0,-210.0,-127.0,-58.0,-12.0,0.0
-25,-30.0,-36.0,-36.0,-15.0,7.0,-3.0,-32.0,-61.0,-74.0,-61.0,-35.0,-16.0,9.0,40.0,68.0,0.0
11,-4.0,6.0,27.0,40.0,62.0,54.0,18.0,-57.0,-26.0,8.0,8.0,-22.0,-14.0,-4.0,8.0,0.0
-80,-38.0,3.0,27.0,18.0,4.0,-26.0,-29.0,12.0,48.0,52.0,45.0,58.0,48.0,16.0,-8.0,0.0
-195,-221.0,-220.0,-194.0,-152.0,-125.0,-113.0,-104.0,-82.0,-47.0,14.0,67.0,109.0,129.0,126.0,92.0,0.0
-91,-89.0,-69.0,-41.0,-26.0,-18.0,-16.0,-22.0,-5.0,26.0,67.0,92.0,92.0,71.0,35.0,5.0,0.0
-141,-108.0,-47.0,47.0,132.0,195.0,204.0,175.0,110.0,49.0,-6.0,-58.0,-93.0,-108.0,-101.0,-86.0,0.0
-22,-6.0,3.0,5.0,-14.0,-50.0,-90.0,-119.0,-135.0,-117.0,-80.0,-34.0,-1.0,37.0,48.0,41.0,0.0
22,27.0,24.0,11.0,-2.0,-4.0,3.0,15.0,36.0,43.0,39.0,30.0,33.0,45.0,55.0,67.0,0.0
81,145.0,180.0,170.0,110.0,15.0,-79.0,-144.0,-181.0,-182.0,-168.0,-133.0,-94.0,-36.0,21.0,68.0,0.0
-31,-37.0,-15.0,-5.0,-4.0,6.0,-14.0,-31.0,-33.0,-43.0,-42.0,-37.0,-8.0,8.0,23.0,42.0,0.0
49,52.0,72.0,89.0,103.0,136.0,173.0,204.0,203.0,178.0,129.0,82.0,58.0,54.0,56.0,54.0,0.0
75,79.0,86.0,80.0,70.0,27.0,-1.0,-28.0,-58.0,-57.0,-48.0,-56.0,-29.0,29.0,57.0,67.0,0.0
120,107.0,100.0,92.0,86.0,66.0,46.0,22.0,-8.0,-22.0,-36.0,-37.0,-4.0,30.0,71.0,87.0,0.0
-23,-4.0,24.0,34.0,51.0,66.0,88.0,101.0,108.0,94.0,47.0,-14.0,-61.0,-72.0,-59.0,-39.0,0.0
23,24.0,45.0,53.0,65.0,67.0,67.0,67.0,62.0,52.0,38.0,34.0,21.0,1.0,0.0,18.0,0.0
3,-35.0,-63.0,-73.0,-80.0,-115.0,-162.0,-215.0,-234.0,-215.0,-156.0,-89.0,-38.0,-1.0,27.0,57.0,0.0
-91,-77.0,-24.0,40.0,71.0,68.0,43.0,20.0,-8.0,-19.0,-24.0,-23.0,-31.0,-54.0,-70.0,-90.0,0.0
93,115.0,103.0,69.0,23.0,-29.0,-61.0,-95.0,-126.0,-149.0,-151.0,-132.0,-106.0,-70.0,-39.0,-12.0,0.0
116,88.0,25.0,-37.0,-81.0,-105.0,-103.0,-68.0,-16.0,32.0,63.0,76.0,73.0,60.0,52.0,35.0,0.0
-35,-103.0,-172.0,-214.0,-227.0,-214.0,-178.0,-123.0,-62.0,5.0,71.0,117.0,134.0,126.0,107.0,65.0,0.0
-160,-153.0,-134.0,-84.0,-15.0,67.0,137.0,187.0,193.0,156.0,85.0,17.0,-34.0,-76.0,-93.0,-111.0,0.0
-2,8.0,30.0,46.0,41.0,18.0,-26.0,-52.0,-63.0,-64.0,-60.0,-48.0,-32.0,-22.0,-14.0,-2.0,0.0
-108,-122.0,-103.0,-67.0,-30.0,-1.0,0.0,-2.0,6.0,29.0,57.0,100.0,114.0,118.0,108.0,84.0,0.0
-73,-95.0,-100.0,-88.0,-64.0,-48.0,-38.0,-41.0,-50.0,-51.0,-21.0,25.0,63.0,76.0,63.0,35.0,0.0
-127,-85.0,-88.0,-74.0,-46.0,-48.0,-45.0,-33.0,-31.0,13.0,53.0,56.0,54.0,87.0,81.0,38.0,0.0
-51,-71.0,-70.0,-67.0,-59.0,-65.0,-75.0,-63.0,-32.0,6.0,48.0,82.0,91.0,75.0,40.0,-19.0,0.0
26,-4.0,-20.0,-35.0,-29.0,-7.0,21.0,45.0,73.0,96.0,120.0,135.0,138.0,119.0,87.0,70.0,0.0
-59,-64.0,-71.0,-61.0,-72.0,-99.0,-100.0,-73.0,-56.0,-25.0,27.0,58.0,54.0,47.0,47.0,13.0,0.0
39,46.0,27.0,-6.0,-64.0,-133.0,-180.0,-183.0,-152.0,-127.0,-108.0,-91.0,-76.0,-52.0,-8.0,28.0,0.0
82,91.0,100.0,99.0,78.0,43.0,19.0,9.0,7.0,8.0,13.0,13.0,8.0,14.0,12.0,16.0,0.0
13,66.0,127.0,192.0,228.0,245.0,220.0,165.0,77.0,-15.0,-101.0,-168.0,-206.0,-219.0,-214.0,-206.0,0.0
-34,-64.0,-75.0,-83.0,-71.0,-43.0,-6.0,24.0,43.0,57.0,58.0,68.0,78.0,83.0,73.0,59.0,0.0
44,43.0,44.0,42.0,37.0,45.0,55.0,73.0,95.0,114.0,117.0,128.0,122.0,113.0,91.0,81.0,0.0
30,34.0,26.0,22.0,18.0,32.0,41.0,43.0,44.0,56.0,70.0,68.0,61.0,49.0,58.0,74.0,0.0
-82,-77.0,-77.0,-78.0,-67.0,-56.0,-23.0,-2.0,16.0,23.0,50.0,87.0,116.0,116.0,96.0,64.0,0.0
2,-7.0,-7.0,1.0,13.0,43.0,69.0,65.0,26.0,5.0,0.0,-16.0,-20.0,-6.0,4.0,5.0,0.0
-100,-111.0,-122.0,-126.0,-103.0,-49.0,21.0,77.0,96.0,100.0,74.0,35.0,-9.0,-52.0,-85.0,-103.0,0.0
20,-11.0,-51.0,-78.0,-86.0,-82.0,-70.0,-45.0,-17.0,15.0,46.0,73.0,97.0,119.0,147.0,141.0,0.0
65,59.0,35.0,-2.0,-48.0,-87.0,-111.0,-105.0,-86.0,-71.0,-74.0,-64.0,-45.0,-16.0,6.0,9.0,0.0
-91,-76.0,-58.0,-30.0,3.0,21.0,13.0,-6.0,-25.0,-54.0,-53.0,-49.0,-60.0,-37.0,2.0,16.0,0.0
-78,-39.0,-1.0,7.0,-34.0,-71.0,-114.0,-169.0,-213.0,-191.0,-140.0,-89.0,-48.0,-31.0,-44.0,-74.0,0.0
-35,-48.0,-66.0,-75.0,-51.0,-15.0,25.0,52.0,65.0,48.0,21.0,17.0,13.0,19.0,19.0,16.0,0.0
174,201.0,204.0,156.0,72.0,-19.0,-77.0,-95.0,-87.0,-63.0,-38.0,-18.0,12.0,52.0,82.0,97.0,0.0
47,63.0,68.0,76.0,83.0,77.0,67.0,47.0,28.0,-9.0,-45.0,-78.0,-100.0,-106.0,-84.0,-45.0,0.0
24,31.0,37.0,45.0,55.0,56.0,51.0,37.0,15.0,-17.0,-43.0,-66.0,-82.0,-66.0,-33.0,5.0,0.0
17,23.0,58.0,82.0,116.0,130.0,110.0,53.0,-34.0,-95.0,-139.0,-156.0,-166.0,-138.0,-85.0,-28.0,0.0
-67,-39.0,11.0,65.0,98.0,100.0,78.0,50.0,27.0,14.0,-3.0,-26.0,-48.0,-62.0,-71.0,-63.0,0.0
58,46.0,23.0,19.0,25.0,29.0,5.0,-25.0,-47.0,-86.0,-127.0,-150.0,-146.0,-149.0,-139.0,-110.0,0.0
-13,-11.0,2.0,26.0,82.0,107.0,90.0,47.0,1.0,-3.0,-62.0,-123.0,-131.0,-135.0,-138.0,-100.0,0.0
-55,-53.0,-52.0,-58.0,-57.0,-45.0,-31.0,-15.0,13.0,31.0,33.0,11.0,-19.0,-53.0,-76.0,-80.0,0.0
15,25.0,42.0,47.0,27.0,7.0,20.0,36.0,41.0,43.0,16.0,-28.0,-50.0,-18.0,8.0,13.0,0.0
-42,-34.0,-37.0,-51.0,-60.0,-70.0,-71.0,-57.0,-37.0,-15.0,-2.0,11.0,13.0,5.0,7.0,10.0,0.0
160,140.0,114.0,105.0,103.0,104.0,108.0,106.0,95.0,70.0,48.0,22.0,10.0,-1.0,-7.0,-4.0,0.0
-77,-98.0,-84.0,-53.0,-21.0,10.0,29.0,40.0,40.0,39.0,25.0,23.0,35.0,45.0,42.0,18.0,0.0
-35,-36.0,-35.0,-32.0,-33.0,-20.0,-29.0,-42.0,-30.0,-3.0,5.0,-22.0,-36.0,-32.0,-52.0,-76.0,0.0
